# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Sep 10 18:23:25 2020
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN cb_flag:        Circumbinary Flag
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_imppar:      Impact Parameter
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN pl_occdep:      Occultation Depth [%]
# COLUMN pl_orbtper:     Epoch of Periastron [days]
# COLUMN pl_orblper:     Argument of Periastron [deg]
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN pl_projobliq:   Projected Obliquity [deg]
# COLUMN pl_trueobliq:   True Obliquity [deg]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_radv:        Systemic Radial Velocity [km/s]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [decimal]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [decimal]
# COLUMN sy_pm:          Total Proper Motion [mas/yr]
# COLUMN sy_pmra:        Proper Motion (RA) [mas/yr]
# COLUMN sy_pmdec:       Proper Motion (Dec) [mas/yr]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_plx:         Parallax [mas]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_jmag:        J (2MASS) Magnitude
# COLUMN sy_hmag:        H (2MASS) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_umag:        u (Sloan) Magnitude
# COLUMN sy_gmag:        g (Sloan) Magnitude
# COLUMN sy_rmag:        r (Sloan) Magnitude
# COLUMN sy_imag:        i (Sloan) Magnitude
# COLUMN sy_zmag:        z (Sloan) Magnitude
# COLUMN sy_w1mag:       W1 (WISE) Magnitude
# COLUMN sy_w2mag:       W2 (WISE) Magnitude
# COLUMN sy_w3mag:       W3 (WISE) Magnitude
# COLUMN sy_w4mag:       W4 (WISE) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_tmag:        TESS Magnitude
# COLUMN sy_kepmag:      Kepler Magnitude
# COLUMN st_nphot:       Number of Photometry Time Series
# COLUMN st_nspec:       Number of Stellar Spectra Measurements
# COLUMN pl_nespec:      Number of Emission Spectroscopy Measurements
#
pl_name,hostname,pl_letter,sy_snum,sy_pnum,sy_mnum,cb_flag,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,rastr,ra,decstr,dec,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_tmag,sy_kepmag,st_nphot,st_nspec,pl_nespec
Kepler-638 b,Kepler-638,b,1,1,0,0,2016,6.07972888,0.063200,1.830,0.163,4.01000,0.01260,3.600000,0.000000,872.57,1111,85.430,2455003.583970,0,0.7840,0.028980,7.3431000,4.300000,0.01828,,,,,,,,5382.00,0.93,0.88,0.040,[Fe/H],0.532,4.43,11.750,0.10570,,,,18h59m40.66s,284.9194213,+41d37m01.95s,41.6172093,2.9283897,2.5621200,1.4181000,991.2140000,0.9800730,14.5490000,13.6580000,12.1810000,11.7650000,11.6830000,,,,,,11.6400000,11.6860000,11.4440000,8.9530000,13.5186000,12.9774000,13.532,0,0,0
Kepler-639 b,Kepler-639,b,1,1,0,0,2016,10.21420496,0.096600,2.380,0.212,6.26000,0.01970,2.550000,0.000000,295.83,957,89.930,2455003.703600,0,0.8859,0.030380,5.8558000,13.630000,0.01673,,,,,,,,5896.00,1.29,1.14,0.230,[Fe/H],0.483,4.27,4.370,0.28471,,,,19h28m44.84s,292.1868271,+41d43m37.00s,41.7269440,23.3889908,-5.1542500,-22.8140000,850.2420000,1.1474000,14.1580000,13.3580000,12.2120000,11.9480000,11.8900000,,,,,,11.8440000,11.8830000,11.7320000,9.2320000,13.2686000,12.8379000,13.336,0,0,0
Kepler-640 b,Kepler-640,b,1,1,0,0,2016,22.24813967,0.156600,2.560,0.228,7.08000,0.02230,2.320000,0.000000,35.06,609,87.790,2455007.136640,0,0.7533,0.061370,3.9565000,22.500000,0.02523,,,,,,,,5653.00,0.94,1.01,0.150,[Fe/H],-0.024,4.50,2.090,1.02047,,,,19h44m07.73s,296.0322000,+42d07m54.26s,42.1317392,14.9977484,0.9441570,14.9680000,557.7870000,1.7640200,14.7170000,13.8850000,12.5070000,12.1800000,12.1130000,,,,,,12.0720000,12.1130000,12.7030000,9.3270000,13.6870000,13.1964000,13.721,0,0,0
Kepler-641 b,Kepler-641,b,1,1,0,0,2016,9.48961571,0.087900,1.850,0.165,4.08000,0.01280,3.540000,0.000000,311.79,926,86.440,2455004.929130,0,0.4764,0.026220,3.5282000,18.440000,0.01533,,,,,,,,5713.00,1.13,1.02,0.150,[Fe/H],0.390,4.33,7.080,1.31634,,,,19h27m17.65s,291.8235292,+42d30m58.30s,42.5161945,6.9911869,3.3575200,-6.1321900,969.9180000,1.0023200,14.6140000,13.8070000,12.5760000,12.2560000,12.1860000,,,,,,12.1290000,12.2180000,12.6160000,9.3410000,13.7625000,13.2772000,13.774,0,0,0
Kepler-642 b,Kepler-642,b,1,1,0,0,2016,4.41745855,0.058900,2.900,0.259,8.75000,0.02750,1.970000,0.000000,719.37,1810,89.580,2455003.791620,0,0.7300,0.029200,2.9563000,11.474000,0.01581,,,,,,,,6570.00,1.66,1.40,0.060,[Fe/H],0.398,4.14,1.950,0.73680,,,,19h35m20.29s,293.8345542,+42d37m29.81s,42.6249480,2.1432782,1.4092200,-1.6148500,781.5820000,1.2506700,13.7870000,13.3350000,12.3630000,12.1520000,12.0950000,,,,,,12.0590000,12.0810000,11.7540000,9.3790000,13.2945000,12.9234000,13.343,0,0,0
Kepler-643 b,Kepler-643,b,1,1,0,0,2016,16.33889626,0.126000,10.160,0.906,321.00830,1.01000,1.680000,0.370000,211.71,963,88.910,2455010.916757,0,0.8108,0.171840,9.3575000,13.770000,0.03741,,,,,,,,4908.00,2.52,1.00,0.130,[Fe/H],0.522,3.64,12.020,0.18503,,,,19h21m18.54s,290.3272423,+42d53m53.62s,42.8982283,14.5657256,-11.5921000,-8.8195000,1063.5800000,0.9114500,15.0900000,13.9880000,12.2120000,11.6720000,11.5830000,,,,,,11.5290000,11.6050000,11.4840000,9.1280000,13.7694000,13.1314000,13.781,0,0,0
Kepler-644 b,Kepler-644,b,1,1,0,0,2016,3.17391710,0.046600,3.150,0.281,10.10000,0.03170,1.780000,0.000000,2381.77,1655,78.650,2455003.924350,0,0.6290,0.030300,3.5066000,7.039910,0.01635,,,,,,,,6747.00,1.81,1.49,0.080,[Fe/H],0.710,4.09,1.620,0.65519,,,,19h41m54.17s,295.4757022,+43d29m35.20s,43.4931119,6.3638146,-4.3527300,-4.6424000,1318.0500000,0.7303680,15.2510000,14.0310000,12.9210000,12.7250000,12.5740000,,,,,,12.4710000,12.4760000,11.7310000,9.3180000,13.9601000,13.5456000,13.949,0,0,0
Kepler-645 b,Kepler-645,b,1,1,0,0,2016,3.27582262,0.049000,2.100,0.187,5.06000,0.01590,3.000000,0.000000,1364.76,1730,82.540,2455003.252680,0,0.4900,0.027490,2.9721000,8.492000,0.01569,,,,,,,,6170.00,1.21,1.13,-0.010,[Fe/H],0.451,4.33,2.950,1.07958,,,,19h21m17.45s,290.3227098,+44d02m09.11s,44.0358625,1.7006465,-0.8112890,-1.4946600,1173.5700000,0.8233110,14.6660000,13.9440000,12.9240000,12.6240000,12.5890000,,,,,,12.4630000,12.5000000,12.4840000,9.1220000,14.0305000,13.6250000,13.992,0,0,0
Kepler-646 b,Kepler-646,b,1,1,0,0,2016,15.87364565,0.114900,1.990,0.178,4.62000,0.01450,3.220000,0.000000,38.23,632,89.300,2455015.401340,0,0.3950,0.041560,3.6124000,32.300000,0.01995,,,,,,,,5634.00,0.91,0.93,-0.070,[Fe/H],-0.259,4.49,4.570,2.53735,,,,19h21m53.15s,290.4714596,+44d23m13.35s,44.3870422,21.3107943,20.9124000,-4.1014000,451.7940000,2.1845600,14.8350000,14.0260000,12.5250000,12.1390000,12.0890000,,,,,,12.0600000,12.0960000,12.1570000,8.9410000,13.7654000,13.2692000,13.766,0,0,0
Kepler-647 b,Kepler-647,b,1,2,0,0,2016,16.22546490,0.122200,1.170,0.104,1.71000,0.00537,5.870000,0.000000,162.79,788,89.160,2454977.027820,0,0.7610,0.012040,6.4930000,12.850000,0.01001,,,,,,,,6020.00,1.07,1.03,-0.140,[Fe/H],0.418,4.39,4.270,0.46519,,,,18h59m09.19s,284.7882977,+44d35m29.84s,44.5916225,11.9571953,0.8250070,-11.9287000,1087.8700000,0.8904390,14.7620000,14.0670000,12.8980000,12.5850000,12.6110000,,,,,,12.5240000,12.5730000,12.3800000,9.1980000,13.9345000,13.5168000,13.965,0,0,0
Kepler-647 c,Kepler-647,c,1,2,0,0,2020,29.66630000,,4.001,0.357,15.10000,0.04760,1.300000,,,,,,0,,,,,,,,,,,,,5906.74,1.55,1.07,-0.415,[M/H],0.418,4.09,,0.40847,,,,18h59m09.19s,284.7882977,+44d35m29.84s,44.5916225,11.9571953,0.8250070,-11.9287000,1087.8700000,0.8904390,14.7620000,14.0670000,12.8980000,12.5850000,12.6110000,,,,,,12.5240000,12.5730000,12.3800000,9.1980000,13.9345000,13.5168000,13.965,0,0,0
Kepler-648 b,Kepler-648,b,1,1,0,0,2016,17.42117490,0.134100,3.220,0.287,10.50000,0.03290,1.730000,0.000000,47.34,674,88.240,2455017.246184,0,0.7520,0.092810,5.0323000,18.400000,0.02996,,,,,,,,5741.00,0.98,1.05,0.210,[Fe/H],-0.053,4.48,1.820,0.59786,,,,18h55m35.91s,283.8996207,+45d01m00.89s,45.0169137,4.0878083,-2.5555100,3.1905400,636.0300000,1.5435500,14.8020000,14.0270000,12.8030000,12.5200000,12.4400000,,,,,,12.3920000,12.4690000,12.3630000,9.4940000,13.9145000,13.4432000,13.939,0,0,0
Kepler-649 b,Kepler-649,b,1,1,0,0,2016,29.90722674,0.180500,2.260,0.202,5.73000,0.01800,2.730000,0.000000,25.15,564,89.970,2455008.293270,0,0.1119,0.059740,4.8120000,48.250000,0.02230,,,,,,,,5871.00,0.94,0.97,-0.170,[Fe/H],-0.044,4.48,2.950,2.36315,,,,19h02m37.40s,285.6558336,+45d04m46.03s,45.0794516,27.9492149,-17.0620000,-22.1370000,513.7480000,1.9176800,14.2630000,13.5560000,12.3770000,12.0160000,12.0360000,,,,,,11.9560000,11.9830000,11.9670000,9.3870000,13.3936000,12.9759000,13.437,0,0,0
Kepler-65 b,Kepler-65,b,1,4,0,0,2012,2.15491000,0.035000,1.420,0.127,2.40000,0.00760,4.400000,0.028000,2316.09,1740,92.200,2454966.499000,0,0.1600,0.008500,3.0770000,10.526000,0.00921,,,,,,,,6211.00,1.41,1.25,0.170,[Fe/H],0.467,4.23,2.900,0.62100,10.4000,,,19h14m45.29s,288.6887221,+41d09m03.99s,41.1511076,14.2223342,0.9702550,-14.1892000,303.7280000,3.2638400,11.6170000,10.9220000,10.0660000,9.8520000,9.8060000,,,,,,9.7610000,9.8010000,9.7400000,9.2520000,10.9656000,10.5930000,11.018,0,0,0
Kepler-65 c,Kepler-65,c,1,4,0,0,2012,5.85994400,0.068000,2.580,0.230,5.40000,0.01700,1.640000,0.020000,609.99,1246,92.330,2454965.039100,1,0.4200,0.028200,3.9280000,10.309000,0.01674,,,,,,,,6211.00,1.41,1.25,0.170,[Fe/H],0.467,4.23,2.900,0.62100,10.4000,,,19h14m45.29s,288.6887221,+41d09m03.99s,41.1511076,14.2223342,0.9702550,-14.1892000,303.7280000,3.2638400,11.6170000,10.9220000,10.0660000,9.8520000,9.8060000,,,,,,9.7610000,9.8010000,9.7400000,9.2520000,10.9656000,10.5930000,11.018,0,0,0
Kepler-65 d,Kepler-65,d,1,4,0,0,2012,8.13123000,0.084000,1.520,0.136,4.14000,0.01300,5.700000,0.014000,394.55,1117,92.350,2454970.990500,1,0.5300,0.009800,4.1000000,12.821000,0.01081,,,,,,,,6211.00,1.41,1.25,0.170,[Fe/H],0.467,4.23,2.900,0.62100,10.4000,,,19h14m45.29s,288.6887221,+41d09m03.99s,41.1511076,14.2223342,0.9702550,-14.1892000,303.7280000,3.2638400,11.6170000,10.9220000,10.0660000,9.8520000,9.8060000,,,,,,9.7610000,9.8010000,9.7400000,9.2520000,10.9656000,10.5930000,11.018,0,0,0
Kepler-65 e,Kepler-65,e,1,4,0,0,2019,258.80000000,,13.900,1.240,260.00000,0.82000,0.532000,0.283000,,,127.000,2455945.400000,0,,,,,,,,,,,,,,1.44,1.25,,,,,,,,,,19h14m45.29s,288.6887221,+41d09m03.99s,41.1511076,14.2223342,0.9702550,-14.1892000,303.7280000,3.2638400,11.6170000,10.9220000,10.0660000,9.8520000,9.8060000,,,,,,9.7610000,9.8010000,9.7400000,9.2520000,10.9656000,10.5930000,11.018,0,0,0
Kepler-650 b,Kepler-650,b,1,1,0,0,2016,3.03214559,0.042100,2.960,0.264,9.06000,0.02850,1.920000,0.000000,1218.88,1507,76.770,2455004.734756,0,0.8430,0.048860,3.6764000,3.490000,0.02031,,,,,,,,5849.00,1.35,1.08,0.130,[Fe/H],0.284,4.21,6.460,0.55261,,,,19h16m00.23s,289.0009451,+45d09m15.47s,45.1542968,8.5758107,-1.0913900,8.5060800,884.3780000,,14.5020000,13.8250000,12.5250000,12.2370000,12.1440000,,,,,,12.0940000,12.1370000,12.3300000,8.8710000,14.1242000,13.6809000,13.684,0,0,0
Kepler-651 b,Kepler-651,b,1,1,0,0,2016,21.38521506,0.140900,2.370,0.211,6.21000,0.01950,2.560000,0.000000,27.22,574,89.160,2455011.781170,0,0.5180,0.066940,4.0311000,35.360000,0.02486,,,,,,,,5522.00,0.87,0.92,-0.040,[Fe/H],-0.253,4.53,3.550,1.82855,,,,19h09m19.85s,287.3327284,+46d12m12.37s,46.2034366,21.5661108,-8.6162800,-19.7701000,509.4080000,1.9341900,15.5340000,14.2330000,12.7190000,12.3970000,12.2700000,,,,,,12.2540000,12.3100000,13.0720000,9.3820000,13.9621000,13.4636000,13.940,0,0,0
Kepler-652 b,Kepler-652,b,1,1,0,0,2016,4.18200253,0.050300,2.490,0.222,6.76000,0.02130,2.410000,0.000000,211.88,974,89.940,2455005.789509,0,0.0601,0.086160,2.2165000,14.781000,0.02639,,,,,,,,5490.00,0.88,0.97,0.170,[Fe/H],-0.270,4.54,1.480,3.49287,,,,19h12m01.94s,288.0080899,+46d28m25.00s,46.4736108,19.2655351,-1.9597500,19.1656000,394.5500000,2.5056400,14.7990000,13.6180000,12.1920000,11.8480000,11.7370000,,,,,,11.6560000,11.7040000,11.3460000,8.7180000,13.4353000,12.9193000,13.393,0,0,0
Kepler-653 b,Kepler-653,b,1,2,0,0,2016,14.70748976,0.119700,1.950,0.174,4.46000,0.01400,3.310000,0.000000,90.38,819,89.800,2455008.792850,0,0.1270,0.026200,3.1584000,35.900000,0.01467,,,,,,,,5665.00,1.19,1.02,0.230,[Fe/H],0.119,4.29,7.760,0.68801,,,,18h48m51.13s,282.2130447,+46d43m04.04s,46.7177898,16.3367543,14.5767000,-7.3762700,595.6340000,1.6500000,14.6770000,13.4980000,12.1940000,11.8680000,11.7930000,,,,,,11.7730000,11.8310000,12.1280000,9.5990000,13.3461000,12.8615000,13.387,0,0,0
Kepler-653 c,Kepler-653,c,1,2,0,0,2016,0.90037648,0.018600,0.780,0.070,0.39900,0.00126,4.620000,0.000000,3743.28,2078,89.040,2454966.118750,0,0.7500,0.004140,1.3930000,4.760000,0.00583,,,,,,,,5665.00,1.19,1.02,0.230,[Fe/H],0.119,4.29,7.760,0.68801,,,,18h48m51.13s,282.2130447,+46d43m04.04s,46.7177898,16.3367543,14.5767000,-7.3762700,595.6340000,1.6500000,14.6770000,13.4980000,12.1940000,11.8680000,11.7930000,,,,,,11.7730000,11.8310000,12.1280000,9.5990000,13.3461000,12.8615000,13.387,0,0,0
Kepler-654 b,Kepler-654,b,1,1,0,0,2016,13.72465129,0.111600,2.070,0.185,4.94000,0.01550,3.060000,0.000000,229.31,831,85.870,2455013.646380,0,0.7100,0.028180,6.9296000,10.510000,0.01683,,,,,,,,5865.00,1.11,1.04,0.040,[Fe/H],0.462,4.36,5.370,0.11232,,,,19h48m16.41s,297.0683931,+46d50m03.30s,46.8342497,13.3907164,-5.2319800,-12.3263000,974.1240000,0.9978990,14.3170000,13.7620000,12.5160000,12.2020000,12.1580000,,,,,,11.9490000,12.0090000,11.8990000,9.4600000,13.6614000,13.1933000,13.645,0,0,0
Kepler-655 b,Kepler-655,b,1,1,0,0,2016,46.40633580,0.255900,2.710,0.242,7.80000,0.02450,2.150000,0.000000,28.77,588,89.980,2455025.995470,0,0.8430,0.047350,6.9941000,51.440000,0.02001,,,,,,,,6170.00,1.24,1.15,0.000,[Fe/H],0.324,4.31,3.390,1.19551,,,,19h49m02.18s,297.2590664,+46d50m35.39s,46.8431650,13.2936728,-9.5854800,-9.2108800,752.5620000,1.3000700,14.1490000,13.5680000,12.4950000,12.2430000,12.2140000,,,,,,12.1660000,12.1960000,11.7760000,9.3170000,13.4641000,13.0721000,13.489,0,0,0
Kepler-656 b,Kepler-656,b,1,1,0,0,2016,1.26025909,0.023200,3.120,0.278,9.91000,0.03120,1.790000,0.000000,924.37,1569,77.170,2455003.408854,0,0.7910,0.113070,1.8742000,5.400000,0.03531,,,,,,,,5281.00,0.82,0.86,-0.040,[Fe/H],-0.299,4.56,4.370,0.53763,,,,19h13m18.69s,288.3278778,+47d22m53.54s,47.3815380,4.6734532,-2.2793100,-4.0799400,890.3520000,1.0947200,16.3140000,15.5490000,14.0540000,13.6160000,13.5030000,,,,,,13.5000000,13.6000000,12.8520000,9.1800000,15.3370000,14.7819000,15.342,0,0,0
Kepler-657 b,Kepler-657,b,1,1,0,0,2016,24.54350418,0.165400,3.520,0.314,12.20000,0.03830,1.540000,0.000000,34.07,616,89.910,2455020.919530,0,0.7880,0.115130,7.3096000,26.641000,0.03185,,,,,,,,5808.00,1.01,1.01,0.030,[Fe/H],0.279,4.44,4.170,0.59382,,,,19h24m47.35s,291.1973006,+47d18m27.92s,47.3077545,5.7088189,0.9745580,-5.6250200,1691.8800000,0.5621870,15.8780000,15.4040000,14.1350000,13.8120000,13.7610000,,,,,,13.5620000,13.5980000,12.4320000,9.2150000,15.3190000,14.8331000,15.344,0,0,0
Kepler-658 b,Kepler-658,b,1,1,0,0,2016,1.28707676,0.018800,1.630,0.145,3.29000,0.01040,4.170000,0.000000,223.75,871,89.980,2455002.815442,0,0.0873,0.072940,1.5086000,6.766000,0.02549,,,,,,,,4103.00,0.60,0.63,-0.040,[Fe/H],-0.899,4.68,3.090,3.41332,,,,18h51m56.07s,282.9836210,+47d34m42.20s,47.5783897,51.3999913,-23.9737000,-45.4667000,388.3840000,2.5464200,17.6620000,16.4400000,13.4410000,12.7270000,12.6270000,,,,,,12.5350000,12.5710000,12.2970000,8.9520000,15.4910000,14.6483000,15.488,0,0,0
Kepler-659 b,Kepler-659,b,1,1,0,0,2016,17.67179600,0.120400,2.500,0.223,6.80000,0.02140,2.390000,0.000000,21.31,513,87.810,2455019.368600,0,0.6682,0.091860,3.2554000,22.600000,0.03061,,,,,,,,4870.00,0.74,0.79,0.020,[Fe/H],-0.526,4.60,3.240,2.08906,,,,19h10m25.96s,287.6081777,+47d30m34.88s,47.5096893,4.7368439,-4.5036900,-1.4678100,722.6400000,1.3554600,16.5350000,15.7580000,13.9630000,13.4710000,13.3530000,,,,,,13.3700000,13.4330000,12.6530000,9.4150000,15.5655000,14.9227000,15.556,0,0,0
Kepler-66 b,Kepler-66,b,1,1,0,0,2013,17.81581500,0.135200,2.800,0.250,8.25000,0.02590,2.070000,0.000000,62.84,699,87.080,2454967.485400,0,0.5600,0.090600,3.3668000,30.300000,0.02646,,,,,,,G0 V,5962.00,0.97,1.04,-0.200,[M/H],0.051,4.48,1.000,1.62000,,,,19h35m55.57s,293.9815378,+46d41m15.82s,46.6877280,9.4345682,-3.4427600,-8.7839900,1202.9600000,0.8029880,15.2690000,15.2900000,14.0210000,13.6890000,13.6210000,,,,,,13.5120000,13.4790000,13.0120000,9.5910000,15.1474000,14.6768000,15.200,0,0,0
Kepler-660 b,Kepler-660,b,1,1,0,0,2016,9.27358194,0.075900,2.570,0.229,7.13000,0.02240,2.310000,0.000000,44.09,649,88.930,2455006.258019,0,0.3870,0.128830,3.3004000,21.600000,0.03311,,,,,,,,4779.00,0.71,0.75,-0.070,[Fe/H],-0.626,4.61,4.570,1.93557,,,,19h12m33.19s,288.1382985,+47d43m28.43s,47.7245642,20.9466841,3.0813800,20.7188000,568.4310000,1.7307900,17.1450000,15.5590000,13.6720000,13.1200000,13.0330000,,,,,,12.9670000,13.0060000,12.3430000,9.1850000,15.2644000,14.6230000,15.302,0,0,0
Kepler-661 b,Kepler-661,b,1,1,0,0,2016,6.02930132,0.058500,3.070,0.274,9.64000,0.03030,1.830000,0.000000,45.53,678,89.500,2455004.603290,0,0.8900,0.191270,1.5798000,29.310000,0.04151,,,,,,,,4483.00,0.67,0.70,-0.050,[Fe/H],-0.814,4.64,4.270,13.09803,,,,18h54m50.58s,283.7107463,+47d51m47.43s,47.8631748,28.5498649,-19.7066000,-20.6578000,534.7880000,1.8417500,17.6780000,16.0160000,14.0010000,13.3700000,13.2310000,,,,,,13.1660000,13.2060000,12.5720000,9.2760000,15.8003000,15.0532000,15.784,0,0,0
Kepler-662 b,Kepler-662,b,1,1,0,0,2016,21.67697486,0.140800,2.180,0.194,5.39000,0.01700,2.860000,0.000000,23.82,530,87.910,2455004.537500,0,0.8950,0.085720,3.1263000,54.390000,0.02683,,,,,,,,4897.00,0.74,0.79,-0.030,[Fe/H],-0.356,4.60,3.630,6.47840,,,,19h21m51.62s,290.4650801,+47d55m44.85s,47.9291252,13.5304900,-3.1882300,-13.1495000,815.6370000,1.1979300,16.8300000,15.5980000,13.8100000,13.2980000,13.2010000,,,,,,13.1710000,13.2110000,12.6930000,9.5140000,15.3741000,14.7396000,15.377,0,0,0
Kepler-663 b,Kepler-663,b,1,1,0,0,2016,4.99678284,0.055900,2.600,0.232,7.27000,0.02290,2.270000,0.000000,167.98,917,86.900,2455004.741580,0,0.3083,0.093470,2.0900000,17.950000,0.02918,,,,,,,,5264.00,0.82,0.86,0.030,[Fe/H],-0.313,4.55,4.570,4.37918,,,,19h51m13.97s,297.8082232,+47d56m47.88s,47.9466342,5.2042064,0.4324240,-5.1862100,1063.0900000,0.9128300,16.7450000,15.8810000,14.4480000,14.0180000,13.9030000,,,,,,13.8360000,13.8910000,13.0320000,9.3170000,15.8686000,15.2715000,15.861,0,0,0
Kepler-664 b,Kepler-664,b,1,1,0,0,2016,2.52559332,0.037400,2.660,0.237,7.56000,0.02380,2.210000,0.000000,652.43,1406,85.410,2455004.595130,0,0.1830,0.060330,1.5882000,12.250000,0.02369,,,,,,,,5754.00,1.02,1.01,0.070,[Fe/H],-0.111,4.43,4.680,5.45339,,,,19h15m01.18s,288.7549029,+48d13m34.33s,48.2262030,3.4065981,1.4573500,3.0791300,1210.1200000,0.7978820,16.6210000,15.6630000,14.3660000,14.0640000,13.9520000,,,,,,13.9320000,14.0030000,13.0780000,9.6210000,15.4990000,15.0105000,15.509,0,0,0
Kepler-665 b,Kepler-665,b,1,1,0,0,2016,16.01310205,0.114800,2.600,0.232,7.27000,0.02290,2.270000,0.000000,20.72,593,88.140,2455009.359630,0,0.1874,0.126320,3.0654000,40.490000,0.03169,,,,,,,,4913.00,0.74,0.79,-0.030,[Fe/H],-0.595,4.60,4.680,4.89776,,,,19h48m06.14s,297.0255947,+48d28m42.84s,48.4785669,4.5779120,-1.5369200,-4.3122100,612.8380000,1.6036600,16.3850000,15.6120000,13.8550000,13.3230000,13.2140000,,,,,,13.1790000,13.2640000,12.5130000,8.9970000,15.4019000,14.7538000,15.390,0,0,0
Kepler-666 b,Kepler-666,b,1,1,0,0,2016,4.49876092,0.054200,2.400,0.214,6.35000,0.02000,2.520000,0.000000,575.64,1133,88.000,2455004.351100,0,0.8340,0.046000,3.8308000,9.168000,0.02088,,,,,,,,5887.00,1.05,1.03,0.010,[Fe/H],0.182,4.41,3.800,0.72036,,,,19h53m49.65s,298.4568899,+48d47m29.73s,48.7915925,5.3671884,3.0044800,4.4474500,1508.7100000,0.6346620,16.2820000,15.4220000,14.1990000,13.8530000,13.8070000,,,,,,13.8130000,13.8600000,13.0070000,9.3470000,15.3405000,14.8573000,15.395,0,0,0
Kepler-667 b,Kepler-667,b,1,1,0,0,2016,41.43962808,0.228800,4.730,0.422,20.10000,0.06320,1.040000,0.000000,71.82,516,89.310,2455041.931120,0,0.4700,0.279310,10.6468000,27.900000,0.05018,,,,,,,,5327.00,0.87,0.91,0.150,[Fe/H],-0.260,4.53,4.680,0.26962,,,,19h42m13.20s,295.5549918,+49d01m02.26s,49.0172956,7.9366152,-2.8421400,-7.4102700,2302.4500000,0.4051120,16.1250000,15.3620000,13.9480000,13.5960000,13.5190000,,,,,,13.4630000,13.5210000,13.0140000,9.3700000,15.3616000,14.7838000,15.400,0,0,0
